10 7.06762e+06 3.18059e+08
20 7.06419e+06 1.34259e+09
30 7.04934e+06 3.07187e+09
40 7.03558e+06 5.50072e+09
50 7.00876e+06 8.6245e+09
60 6.98692e+06 1.24368e+10
70 6.97802e+06 1.6939e+10
80 6.95124e+06 2.21249e+10
90 6.93154e+06 2.79892e+10
100 6.91673e+06 3.45311e+10
110 6.90799e+06 4.17539e+10
120 6.89446e+06 4.96568e+10
130 6.87458e+06 5.82292e+10
140 6.847e+06 6.74534e+10
150 6.83127e+06 7.73342e+10
160 6.81253e+06 8.78738e+10
170 6.79084e+06 9.9058e+10
180 6.78167e+06 1.10898e+11
190 6.77412e+06 1.23403e+11
200 6.76765e+06 1.36572e+11
210 6.76138e+06 1.50403e+11
220 6.76092e+06 1.64905e+11
230 6.75196e+06 1.80075e+11
240 6.74473e+06 1.95898e+11
250 6.73077e+06 2.12373e+11
260 6.71833e+06 2.29486e+11
270 6.71209e+06 2.47246e+11
280 6.70223e+06 2.65655e+11
290 6.69817e+06 2.84715e+11
300 6.69307e+06 3.04435e+11
310 6.68057e+06 3.24797e+11
320 6.66893e+06 3.45788e+11
330 6.66055e+06 3.67412e+11
340 6.6429e+06 3.89658e+11
350 6.6297e+06 4.12517e+11
360 6.62161e+06 4.36001e+11
370 6.61297e+06 4.60123e+11
380 6.60505e+06 4.84871e+11
390 6.59371e+06 5.10243e+11
400 6.58916e+06 5.36243e+11
410 6.58762e+06 5.62893e+11
420 6.58174e+06 5.90187e+11
430 6.57865e+06 6.18118e+11
440 6.57761e+06 6.46699e+11
450 6.57725e+06 6.75936e+11
460 6.57713e+06 7.05829e+11
470 6.57651e+06 7.36378e+11
480 6.57618e+06 7.67583e+11
490 6.57605e+06 7.99444e+11
500 6.576e+06 8.31962e+11
510 6.57577e+06 8.65138e+11
520 6.57569e+06 8.9897e+11
530 6.57567e+06 9.33459e+11
540 6.57817e+06 9.68612e+11
550 6.58042e+06 1.00444e+12
560 6.58376e+06 1.04093e+12
570 6.58799e+06 1.07811e+12
580 6.58967e+06 1.11597e+12
590 6.59114e+06 1.15449e+12
600 6.5906e+06 1.19368e+12
610 6.58642e+06 1.2335e+12
620 6.58228e+06 1.27396e+12
630 6.57703e+06 1.31505e+12
640 6.57202e+06 1.35676e+12
650 6.56577e+06 1.3991e+12
660 6.5554e+06 1.44204e+12
670 6.54653e+06 1.48556e+12
680 6.54208e+06 1.52971e+12
690 6.53867e+06 1.57447e+12
700 6.53849e+06 1.61988e+12
710 6.53738e+06 1.66594e+12
720 6.5365e+06 1.71264e+12
730 6.53751e+06 1.76e+12
740 6.5408e+06 1.80803e+12
750 6.54473e+06 1.85675e+12
760 6.54606e+06 1.90613e+12
770 6.5475e+06 1.95618e+12
780 6.55077e+06 2.00691e+12
790 6.55357e+06 2.05831e+12
800 6.55818e+06 2.1104e+12
810 6.55522e+06 2.16315e+12
820 6.55541e+06 2.21654e+12
830 6.55518e+06 2.27059e+12
840 6.55326e+06 2.32528e+12
850 6.55476e+06 2.38063e+12
860 6.55504e+06 2.43665e+12
870 6.5527e+06 2.4933e+12
880 6.55276e+06 2.5506e+12
890 6.55316e+06 2.60857e+12
900 6.55344e+06 2.66719e+12
910 6.55362e+06 2.72646e+12
920 6.55371e+06 2.7864e+12
930 6.55375e+06 2.84698e+12
940 6.55377e+06 2.90823e+12
950 6.55371e+06 2.97013e+12
960 6.55437e+06 3.03269e+12
970 6.55495e+06 3.09591e+12
980 6.55506e+06 3.15979e+12
990 6.55511e+06 3.22432e+12
1000 6.55513e+06 3.28951e+12
