10 775 258 0.111 833 141 3.472 846 345 0.725 786 392 0.453 1156 62 1.904 39 351 -2.08 596 498 -0.447 131 316 2.284 644 280 -0.448 510 518 -0.11
20 793 260 0.927 815 135 4.179 860 357 1.517 802 400 1.253 1150 80 2.561 30 335 -1.188 612 490 0.405 119 331 2.945 660 272 0.398 528 516 0.734
30 808 273 1.667 802 119 4.964 864 376 2.213 812 417 1.972 1135 94 3.206 34 316 -0.342 631 494 1.216 100 337 3.744 679 276 1.203 545 527 1.518
40 810 294 2.343 803 99 5.811 856 395 2.957 808 437 2.638 1113 97 3.809 50 305 0.421 642 511 1.952 81 330 4.603 691 292 1.853 551 546 2.228
50 800 311 2.931 817 86 6.654 837 403 3.607 793 451 3.169 1094 87 4.529 62 301 1.283 640 530 2.625 81 320 5.471 689 313 2.495 543 565 2.887
60 781 320 3.613 836 88 7.433 817 399 4.251 771 455 3.771 1086 69 5.34 65 307 1.93 625 544 3.338 98 313 6.292 676 329 3.139 525 574 3.531
70 760 315 4.319 848 103 8.138 804 383 5.045 752 446 4.472 1093 50 6.193 59 324 2.583 604 545 4 119 311 7.042 655 333 3.806 504 571 4.203
80 748 298 5.102 847 124 8.794 805 364 6.007 743 428 5.254 1111 44 7.02 44 337 3.288 588 533 4.719 137 322 7.705 637 325 4.537 490 556 4.941
90 751 279 5.947 834 139 9.439 820 355 6.967 748 409 5.915 1128 53 7.773 23 339 4.075 583 513 5.518 145 342 8.25 629 306 5.346 490 535 5.758
100 767 268 6.791 813 143 10.117 836 362 7.754 765 398 6.766 1134 71 8.457 11 326 4.924 593 496 6.37 141 363 8.895 636 288 6.2 504 521 6.507
110 785 272 7.572 795 134 10.864 843 380 8.455 784 402 7.563 1127 90 9.104 22 307 5.823 612 493 7.204 126 377 9.573 654 281 7.026 523 521 7.333
120 795 289 8.279 787 115 11.687 835 399 9.212 794 418 8.284 1109 101 9.756 40 294 6.594 627 505 7.968 105 379 10.311 670 290 7.785 537 535 8.087
130 791 309 8.88 796 98 12.541 817 408 9.861 790 438 8.949 1088 99 10.391 61 296 7.296 630 524 8.661 89 367 11.068 677 309 8.47 537 555 8.773
140 776 324 9.445 814 92 13.356 797 404 10.552 775 452 9.451 1073 85 11.168 75 310 8.071 619 541 9.381 85 348 11.922 669 328 9.118 524 570 9.422
150 755 327 10.148 830 102 14.095 785 388 11.33 753 455 10.016 1072 65 12.006 74 328 8.718 599 547 10.031 99 334 12.732 651 338 9.769 504 575 10.072
160 737 318 10.88 836 121 14.769 787 368 12.195 734 447 10.712 1085 51 12.856 59 342 9.403 580 539 10.724 121 335 13.47 630 336 10.465 485 566 10.766
170 730 299 11.691 828 140 15.414 802 357 13.099 724 429 11.498 1104 51 13.651 38 347 10.166 570 521 11.493 138 348 14.081 616 321 11.238 476 548 11.536
180 738 281 12.545 810 150 16.071 820 362 13.888 729 409 12.175 1117 66 14.37 20 337 11.003 575 502 12.333 144 368 14.636 616 301 12.079 482 529 12.307
190 756 276 13.37 789 147 16.782 829 379 14.602 745 398 12.992 1117 86 15.033 15 318 11.915 592 493 13.182 138 389 15.283 630 288 12.927 499 519 13.088
200 773 286 14.123 776 132 17.571 824 398 15.262 765 401 13.794 1104 102 15.677 26 303 12.702 610 499 13.974 121 402 15.965 649 290 13.734 518 525 13.891
