   0.178965    0.863934    0.140897   0.0625125    0.648288
   0.777969    0.327868    0.477669    0.178303     0.74145
   0.555589    0.780848    0.720054    0.954685    0.385422
   0.786112    0.191602    0.257814    0.073058    0.885913
   0.865344    0.841851    0.997085  0.00333613    0.070379
   0.954885    0.757233    0.816765    0.365748      0.1182
   0.583651    0.415282    0.636678    0.647605    0.290323
    0.45244    0.162882    0.552214   0.0644026    0.415427
  0.0815888    0.263394    0.859344  0.00175232    0.451246
   0.088268     0.52024    0.679788    0.202994    0.715928
    0.60734    0.559888   0.0395792    0.208164    0.614258
   0.841985    0.243683    0.583112    0.356142    0.673836
   0.153084    0.882869    0.383627    0.620319    0.703277
   0.971657    0.636225   0.0341439    0.856168     0.61743
   0.149147    0.714729    0.443779    0.600952    0.200478
   0.436982    0.348945    0.714778    0.282164    0.323431
   0.909408    0.415064    0.973718    0.279696    0.842586
   0.348496     0.17829    0.522155    0.866765    0.719721
   0.343358    0.816692    0.149021    0.595966    0.402236
   0.372522    0.978114    0.157702    0.499063    0.749232
   0.599771    0.345832    0.406081  0.00751609    0.322953
   0.510231    0.446252    0.161195     0.21225    0.289749
   0.806096   0.0513325    0.745975    0.596201    0.353558
   0.250235    0.703946    0.225757    0.292517    0.330511
    0.90367    0.987346     0.32823    0.555596    0.898424
   0.812246     0.41344    0.686354     0.54832    0.615458
 0.00908297      0.6577    0.955818    0.437184    0.749941
   0.249843    0.108555    0.490159    0.109029    0.443238
   0.493962    0.015599    0.171521    0.754585    0.307076
   0.633976    0.239887    0.775748 0.000860721    0.466277
   0.140768    0.888973    0.973765   0.0678892   0.0132302
   0.360495    0.833076    0.510635     0.24642    0.583019
   0.808994    0.757724   0.0705712   0.0901901    0.825067
   0.944875    0.277268   0.0412122  0.00124438    0.529418
   0.631482    0.311334    0.595666    0.361631    0.933917
   0.347933    0.705636    0.628739    0.209441   0.0738969
   0.174463    0.193979    0.197834 0.000390857    0.569274
   0.891227    0.855122   0.0323533     0.76143    0.360683
 0.00371051    0.362443    0.585758    0.841765    0.537749
   0.941208    0.879581    0.122017    0.743592    0.547918
   0.864002    0.278452    0.948481    0.126264    0.115994
   0.513059    0.976442   0.0662253   0.0491824    0.608881
   0.271757    0.411811    0.303743  0.00206292    0.671559
   0.786794    0.651215    0.964884    0.809581     0.62723
   0.850611    0.226587     0.24313    0.279406    0.968957
   0.268602    0.387658    0.370654    0.585451     0.67417
   0.766993    0.859069    0.370475    0.570499    0.372043
   0.928724    0.068748    0.447607     0.92315    0.374539
   0.873845    0.714328    0.703303    0.417838    0.605527
  0.0935622    0.500189    0.677635   0.0123596    0.728299
   0.521288    0.289049   0.0424758    0.890419    0.276316
