50 1.21983e+07 1.49465e+10 0
100 1.21821e+07 6.03808e+10 2
150 1.19851e+07 1.3565e+11 2
200 1.18675e+07 2.39653e+11 4
250 1.17474e+07 3.72116e+11 4
300 1.16383e+07 5.32485e+11 4
350 1.15988e+07 7.21071e+11 4
400 1.15319e+07 9.37624e+11 4
450 1.15075e+07 1.18211e+12 4
500 1.14998e+07 1.45505e+12 4
550 1.14883e+07 1.75637e+12 4
600 1.14889e+07 2.08638e+12 4
650 1.14115e+07 2.44427e+12 4
700 1.13208e+07 2.82725e+12 4
750 1.12574e+07 3.236e+12 4
800 1.11952e+07 3.67077e+12 4
850 1.11324e+07 4.13118e+12 4
900 1.10708e+07 4.61654e+12 4
950 1.10438e+07 5.12744e+12 4
1000 1.10205e+07 5.66483e+12 4
1050 1.10195e+07 6.22931e+12 4
1100 1.10195e+07 6.82134e+12 4
1150 1.10195e+07 7.44091e+12 4
1200 1.10195e+07 8.08802e+12 4
1250 1.10043e+07 8.76265e+12 4
1300 1.09305e+07 9.4607e+12 4
1350 1.07416e+07 1.01781e+13 4
1400 1.05177e+07 1.0911e+13 4
1450 1.01575e+07 1.16458e+13 4
1500 9.78166e+06 1.238e+13 4
1550 9.4976e+06 1.31152e+13 4
1600 9.38041e+06 1.38572e+13 4
1650 9.27852e+06 1.46145e+13 4
1700 9.22571e+06 1.53885e+13 4
1750 9.22455e+06 1.61839e+13 4
1800 9.16734e+06 1.70014e+13 4
1850 9.04803e+06 1.78324e+13 4
1900 8.91732e+06 1.86743e+13 13
1950 8.86785e+06 1.95293e+13 20
2000 8.73815e+06 2.03994e+13 22
2050 8.58233e+06 2.12779e+13 24
2100 8.44062e+06 2.21602e+13 24
2150 8.41786e+06 2.30547e+13 24
2200 8.3437e+06 2.39657e+13 24
2250 8.32225e+06 2.48921e+13 24
2300 8.31981e+06 2.58383e+13 24
2350 8.3198e+06 2.68053e+13 24
2400 8.3198e+06 2.77931e+13 24
2450 8.3198e+06 2.88017e+13 24
2500 8.33107e+06 2.98317e+13 24
2550 8.26987e+06 3.0881e+13 24
2600 8.18283e+06 3.19393e+13 26
2650 8.09476e+06 3.30104e+13 26
2700 7.80983e+06 3.40707e+13 26
2750 7.51401e+06 3.51168e+13 26
2800 7.09476e+06 3.61293e+13 26
2850 6.86124e+06 3.71104e+13 26
2900 6.66779e+06 3.80792e+13 26
2950 6.55494e+06 3.90464e+13 26
3000 6.46349e+06 4.00132e+13 26
3050 6.42729e+06 4.09887e+13 26
3100 6.38523e+06 4.19732e+13 26
3150 6.39411e+06 4.29706e+13 26
3200 6.29311e+06 4.39774e+13 26
3250 6.19981e+06 4.49837e+13 26
3300 6.18051e+06 4.59966e+13 26
3350 6.17382e+06 4.70229e+13 26
3400 6.12124e+06 4.80599e+13 26
3450 6.10986e+06 4.91071e+13 26
3500 6.09451e+06 5.01668e+13 26
3550 6.09386e+06 5.12407e+13 26
3600 6.08885e+06 5.23296e+13 26
3650 6.08652e+06 5.3433e+13 26
3700 6.09738e+06 5.45514e+13 26
3750 6.11348e+06 5.56886e+13 26
3800 6.10372e+06 5.68411e+13 26
3850 6.12855e+06 5.80108e+13 26
3900 6.11079e+06 5.91961e+13 26
3950 6.10433e+06 6.03944e+13 26
4000 6.1036e+06 6.16074e+13 26
4050 6.03761e+06 6.2828e+13 26
4100 5.9924e+06 6.40525e+13 26
4150 5.95691e+06 6.52854e+13 26
4200 5.9131e+06 6.65244e+13 26
4250 5.88352e+06 6.777e+13 26
4300 5.84151e+06 6.90221e+13 26
4350 5.84429e+06 7.02853e+13 26
4400 5.85339e+06 7.15649e+13 26
4450 5.81625e+06 7.28551e+13 26
4500 5.80586e+06 7.41544e+13 26
4550 5.80581e+06 7.54678e+13 26
4600 5.80581e+06 7.67958e+13 26
4650 5.80581e+06 7.81382e+13 26
4700 5.80581e+06 7.94952e+13 26
4750 5.80581e+06 8.08667e+13 26
4800 5.80581e+06 8.22527e+13 26
4850 5.80581e+06 8.36532e+13 26
4900 5.80863e+06 8.50682e+13 26
4950 5.81492e+06 8.64995e+13 26
5000 5.76988e+06 8.79423e+13 26
5050 5.73975e+06 8.93889e+13 26
5100 5.7014e+06 9.08412e+13 26
5150 5.66282e+06 9.22987e+13 26
5200 5.66447e+06 9.37632e+13 26
5250 5.64273e+06 9.5241e+13 26
5300 5.64248e+06 9.6729e+13 26
5350 5.64468e+06 9.82314e+13 26
5400 5.6569e+06 9.97501e+13 26
5450 5.64013e+06 1.01283e+14 26
5500 5.6366e+06 1.02826e+14 26
5550 5.64401e+06 1.04384e+14 26
5600 5.63319e+06 1.05957e+14 26
5650 5.61624e+06 1.07537e+14 26
5700 5.61635e+06 1.09131e+14 26
5750 5.61636e+06 1.10738e+14 26
5800 5.61636e+06 1.1236e+14 26
5850 5.61636e+06 1.13996e+14 26
5900 5.61636e+06 1.15645e+14 26
5950 5.61636e+06 1.17309e+14 26
6000 5.61636e+06 1.18987e+14 26
6050 5.61636e+06 1.20678e+14 26
6100 5.61934e+06 1.22384e+14 26
6150 5.61606e+06 1.24106e+14 26
6200 5.57685e+06 1.25834e+14 26
6250 5.53969e+06 1.27562e+14 26
6300 5.51163e+06 1.29298e+14 26
6350 5.48628e+06 1.31035e+14 26
6400 5.48477e+06 1.32784e+14 26
6450 5.48065e+06 1.34545e+14 26
6500 5.48039e+06 1.3632e+14 26
6550 5.47799e+06 1.38107e+14 26
6600 5.44153e+06 1.39901e+14 26
6650 5.44091e+06 1.41703e+14 26
6700 5.44187e+06 1.43519e+14 26
6750 5.42138e+06 1.45347e+14 26
6800 5.41737e+06 1.47182e+14 26
6850 5.41737e+06 1.4903e+14 26
6900 5.41737e+06 1.50892e+14 31
6950 5.41737e+06 1.52768e+14 31
7000 5.41737e+06 1.54657e+14 31
7050 5.41737e+06 1.5656e+14 31
7100 5.41737e+06 1.58476e+14 31
7150 5.41318e+06 1.60406e+14 31
7200 5.41434e+06 1.62347e+14 31
7250 5.42266e+06 1.64304e+14 31
7300 5.40875e+06 1.66276e+14 31
7350 5.38198e+06 1.68254e+14 31
7400 5.3674e+06 1.70234e+14 31
7450 5.34178e+06 1.72224e+14 31
7500 5.3314e+06 1.74217e+14 31
7550 5.31894e+06 1.76222e+14 31
7600 5.31266e+06 1.78235e+14 31
7650 5.31824e+06 1.80261e+14 31
7700 5.30274e+06 1.82299e+14 31
7750 5.30351e+06 1.84347e+14 31
7800 5.3025e+06 1.86409e+14 31
7850 5.25802e+06 1.88478e+14 31
7900 5.2538e+06 1.90546e+14 31
7950 5.2566e+06 1.92629e+14 31
8000 5.25663e+06 1.94725e+14 31
8050 5.25526e+06 1.96834e+14 31
8100 5.25515e+06 1.98955e+14 31
8150 5.25515e+06 2.0109e+14 31
8200 5.25515e+06 2.03238e+14 31
8250 5.25515e+06 2.05399e+14 31
8300 5.25924e+06 2.07574e+14 31
8350 5.2545e+06 2.09762e+14 31
8400 5.24391e+06 2.11962e+14 31
8450 5.21735e+06 2.14164e+14 31
8500 5.1528e+06 2.16359e+14 31
8550 5.11702e+06 2.18549e+14 31
8600 5.11063e+06 2.2074e+14 31
8650 5.11277e+06 2.22944e+14 31
8700 5.11509e+06 2.25162e+14 31
8750 5.10737e+06 2.27393e+14 31
8800 5.04409e+06 2.2962e+14 31
8850 4.93605e+06 2.3182e+14 31
8900 4.87267e+06 2.33995e+14 31
8950 4.86105e+06 2.36165e+14 31
9000 4.861e+06 2.38346e+14 31
9050 4.85306e+06 2.40537e+14 31
9100 4.85306e+06 2.42739e+14 31
9150 4.85306e+06 2.44953e+14 31
9200 4.85306e+06 2.47179e+14 31
9250 4.85306e+06 2.49418e+14 31
9300 4.84627e+06 2.51667e+14 31
9350 4.83937e+06 2.53925e+14 31
9400 4.83228e+06 2.56192e+14 31
9450 4.83397e+06 2.58469e+14 31
9500 4.81212e+06 2.60753e+14 31
9550 4.80485e+06 2.63043e+14 31
9600 4.7843e+06 2.65341e+14 31
9650 4.74918e+06 2.67632e+14 31
9700 4.71888e+06 2.69925e+14 31
9750 4.66791e+06 2.72203e+14 31
9800 4.65632e+06 2.74481e+14 31
9850 4.64481e+06 2.76766e+14 31
9900 4.62966e+06 2.79055e+14 31
9950 4.60421e+06 2.81347e+14 31
10000 4.60257e+06 2.83643e+14 31
10050 4.60293e+06 2.8595e+14 31
10100 4.60333e+06 2.88269e+14 31
10150 4.60333e+06 2.90599e+14 31
10200 4.60333e+06 2.92941e+14 31
10250 4.60333e+06 2.95294e+14 31
10300 4.60333e+06 2.97659e+14 31
10350 4.60333e+06 3.00035e+14 31
10400 4.59929e+06 3.02423e+14 31
10450 4.59334e+06 3.04818e+14 31
10500 4.58796e+06 3.07223e+14 31
10550 4.54106e+06 3.09628e+14 31
10600 4.50336e+06 3.12015e+14 31
10650 4.47803e+06 3.144e+14 31
10700 4.47459e+06 3.16789e+14 31
10750 4.46122e+06 3.19186e+14 31
10800 4.41459e+06 3.21581e+14 31
10850 4.40444e+06 3.23966e+14 31
10900 4.40993e+06 3.26363e+14 31
10950 4.38828e+06 3.28769e+14 31
11000 4.38199e+06 3.31174e+14 31
11050 4.38225e+06 3.3359e+14 31
11100 4.38226e+06 3.36016e+14 31
11150 4.38226e+06 3.38454e+14 37
11200 4.38226e+06 3.40902e+14 37
11250 4.38226e+06 3.43362e+14 37
11300 4.38226e+06 3.45832e+14 37
11350 4.38226e+06 3.48314e+14 37
11400 4.37142e+06 3.50803e+14 37
11450 4.36272e+06 3.53298e+14 37
11500 4.3103e+06 3.55788e+14 37
11550 4.27927e+06 3.58262e+14 37
11600 4.25917e+06 3.60729e+14 37
11650 4.2473e+06 3.63201e+14 37
11700 4.24554e+06 3.6568e+14 37
11750 4.24484e+06 3.68168e+14 37
