1 3.75918e+06 0 0
51 3.40577e+06 4.53198e+09 0
101 3.24724e+06 1.69797e+10 0
151 3.12656e+06 3.6714e+10 0
201 3.09487e+06 6.38847e+10 0
251 3.21478e+06 9.94627e+10 2
301 3.40651e+06 1.4501e+11 2
351 3.62727e+06 2.01792e+11 9
401 4.11584e+06 2.74973e+11 9
451 4.42139e+06 3.66744e+11 9
501 4.77637e+06 4.75953e+11 73
551 4.62939e+06 6.00623e+11 135
601 4.1827e+06 7.26674e+11 169
651 3.94583e+06 8.5394e+11 212
701 3.65924e+06 9.82522e+11 372
751 3.48203e+06 1.11223e+12 425
801 3.11051e+06 1.2402e+12 510
851 2.63964e+06 1.35786e+12 644
901 2.09565e+06 1.46199e+12 783
951 2.00098e+06 1.55556e+12 857
1001 1.78945e+06 1.64742e+12 1077
1051 1.73162e+06 1.73713e+12 1344
1101 1.56032e+06 1.8259e+12 1434
1151 1.55641e+06 1.91115e+12 1512
1201 1.74625e+06 2.00733e+12 1549
1251 1.82555e+06 2.1172e+12 1677
1301 2.2107e+06 2.24475e+12 1677
1351 2.4989e+06 2.3999e+12 1708
1401 2.47053e+06 2.5735e+12 1731
1451 2.42641e+06 2.74975e+12 1804
1501 2.23518e+06 2.91902e+12 1941
1551 1.9171e+06 3.08071e+12 2192
1601 1.48441e+06 3.2128e+12 2303
1651 1.10431e+06 3.31553e+12 2561
1701 960587 3.40358e+12 2830
1751 738627 3.47432e+12 3156
1801 562530 3.53288e+12 3488
1851 491768 3.57864e+12 3777
1901 585080 3.62705e+12 3877
1951 835134 3.69611e+12 3877
2001 938116 3.78329e+12 4340
2051 1.18676e+06 3.89165e+12 4701
2101 1.28207e+06 4.01961e+12 5170
2151 1.04752e+06 4.14171e+12 5715
2201 1.00952e+06 4.25817e+12 5931
2251 895738 4.36221e+12 6045
2301 937814 4.46904e+12 6164
2351 730258 4.56733e+12 6475
2401 518947 4.64036e+12 6770
2451 437701 4.69472e+12 7216
2501 495325 4.75152e+12 7624
2551 609969 4.82217e+12 8051
2601 810526 4.91145e+12 8451
2651 801186 5.01884e+12 8891
2701 639986 5.11692e+12 9038
2751 528622 5.19388e+12 9400
2801 419317 5.26367e+12 9986
2851 342486 5.3157e+12 10541
2901 257132 5.35814e+12 10959
2951 226343 5.39053e+12 11338
3001 244412 5.42986e+12 11769
3051 312052 5.46874e+12 12059
3101 417516 5.52217e+12 12371
3151 511137 5.59636e+12 13064
3201 593221 5.68944e+12 13734
3251 825043 5.8001e+12 14131
3301 1.08829e+06 5.96225e+12 14299
3351 665735 6.11359e+12 14508
3401 254165 6.18691e+12 15254
3451 96412.5 6.21462e+12 16107
3501 131449 6.23245e+12 16617
3551 276863 6.26598e+12 17423
3601 403209 6.33262e+12 17915
3651 357837 6.39449e+12 18466
3701 423366 6.46536e+12 18869
3751 434185 6.55072e+12 19411
3801 604225 6.64763e+12 20028
3851 614360 6.76912e+12 20703
3901 664643 6.89097e+12 21262
3951 427220 7.00695e+12 21700
