1 896 200 -0.32 278 415 -2.332 447 347 -0.79 843 552 1.376 498 268 -0.125 613 341 2.018 975 116 1.881 338 117 -3.025 602 126 -3.034 59 552 2.178
51 1000 205 -0.378 197 353 -2.588 481 252 -1.441 764 589 2.899 587 314 0.804 542 414 2.553 937 197 2.218 364 64 -0.315 546 204 -4.278 32 507 5.282
101 1069 126 -2.017 99 276 -2.25 476 132 -2.488 649 590 2.643 680 396 0.746 436 480 2.891 855 287 2.555 469 21 0.416 484 312 -4.139 60 396 3.445
151 1074 18 0.098 70 178 -1.122 452 42 -0.569 543 590 2.585 770 482 0.886 315 503 3.228 748 350 2.893 582 64 0.358 404 407 -3.801 28 311 4.969
201 1180 35 1.226 65 80 -0.587 561 19 0.162 438 589 2.527 778 582 2.804 197 466 3.763 627 379 2.834 698 108 0.3 298 470 -3.266 77 203 5.108
251 1185 124 0.378 161 18 -0.052 676 52 0.5 327 589 3.655 666 590 2.746 96 394 3.902 505 374 3.369 822 120 -0.152 178 457 -2.534 111 90 5.248
301 1189 189 1.506 278 34 0.482 793 91 -0.15 275 492 4.586 552 590 2.886 109 306 5.623 387 334 3.509 867 55 -1.989 130 355 -1.208 194 19 6.574
351 1180 310 1.843 389 87 0.423 911 60 -0.406 273 368 4.725 433 589 3.026 183 213 4.577 275 280 2.858 921 23 0.521 189 248 -1.464 307 57 6.713
401 1134 424 2.18 508 115 -0.227 1017 80 0.326 246 251 3.679 319 554 3.758 138 122 5.705 197 205 4.579 1034 68 0.661 148 147 -0.929 423 104 6.457
451 1041 504 2.913 566 31 -0.68 1130 116 -0.127 224 154 5.004 320 455 5.084 242 66 6.042 233 104 5.905 1150 109 -0.187 230 84 -0.196 543 106 5.806
501 922 540 2.855 665 42 0.447 1188 175 1.198 314 93 5.935 348 336 4.235 355 23 6.182 341 60 6.044 1190 148 1.138 346 41 -0.254 651 60 6.341
551 801 571 2.994 779 93 0.587 1179 294 1.931 433 70 6.272 268 249 3.979 481 21 6.915 453 50 6.382 1186 266 1.871 466 34 0.28 759 98 6.679
601 678 586 3.332 893 146 0.331 1124 405 2.268 545 93 6.807 253 153 5.503 599 78 6.857 565 90 6.719 1139 381 2.208 579 76 0.42 872 148 6.621
651 558 557 3.471 1014 169 -0.121 1031 486 2.605 658 139 6.551 313 54 5.247 712 131 6.601 678 139 6.463 1056 472 2.743 693 126 0.361 994 174 6.167
701 437 525 3.611 1123 124 -0.773 920 542 2.745 778 162 6.296 405 31 6.77 833 136 5.95 798 157 6.208 946 530 2.685 815 147 -0.091 1112 143 5.516
751 336 461 5.134 1189 51 1.145 798 564 3.28 902 150 6.04 515 87 6.712 947 97 5.892 920 135 5.952 827 564 3.22 936 118 -0.347 1158 57 3.679
801 384 360 5.076 1149 142 1.285 674 563 3.222 1021 113 5.982 630 137 6.654 1056 48 5.834 1037 91 5.894 703 562 3.162 1050 68 -0.405 1150 19 5.4
