1 1.76871e+06 0 0
51 1.47019e+06 2.01786e+09 0
101 1.42446e+06 7.29241e+09 0
151 1.47646e+06 1.6471e+10 5
201 1.56299e+06 2.96347e+10 7
251 1.97519e+06 4.94057e+10 9
301 2.45353e+06 8.03848e+10 18
351 2.47637e+06 1.20831e+11 18
401 2.7526e+06 1.70174e+11 69
451 2.5254e+06 2.27318e+11 247
501 2.04446e+06 2.80964e+11 651
551 1.63671e+06 3.29468e+11 1136
601 1.11716e+06 3.69052e+11 1369
651 667235 3.9636e+11 1891
701 394649 4.13747e+11 2442
751 266214 4.2481e+11 2777
801 378147 4.36607e+11 2874
851 637361 4.57473e+11 2931
901 957596 4.9308e+11 3160
951 933421 5.36775e+11 3851
1001 678990 5.77145e+11 4490
1051 365954 6.03413e+11 4939
1101 510133 6.23935e+11 5458
1151 722919 6.582e+11 5985
1201 1.02894e+06 7.09052e+11 6480
1251 996794 7.75136e+11 6982
1301 976147 8.36551e+11 7292
1351 793934 8.95919e+11 7768
1401 485845 9.39363e+11 8047
1451 163347 9.61196e+11 8516
1501 91736.6 9.69387e+11 8987
1551 103565 9.76807e+11 9346
1601 173955 9.87751e+11 9779
1651 303209 1.00509e+12 10245
1701 433174 1.03682e+12 10873
1751 678463 1.08416e+12 11400
1801 685547 1.14752e+12 11914
1851 701442 1.2121e+12 12635
1901 431794 1.26731e+12 13241
1951 103906 1.29106e+12 13826
2001 30879.2 1.29534e+12 14570
2051 164833 1.30417e+12 15138
2101 178895 1.32579e+12 15603
2151 221893 1.34241e+12 16048
2201 215071 1.3703e+12 16868
2251 400744 1.40062e+12 17452
2301 401830 1.45187e+12 18184
2351 537661 1.49975e+12 18960
2401 537754 1.56763e+12 19623
2451 582679 1.63948e+12 20295
2501 268129 1.69306e+12 20825
2551 39590.6 1.70956e+12 21471
2601 62840.2 1.71396e+12 22098
2651 214761 1.73141e+12 22771
2701 499839 1.77936e+12 23830
2751 333566 1.84461e+12 24242
2801 198664 1.87419e+12 24801
2851 305149 1.91436e+12 25296
2901 367111 1.96324e+12 25984
2951 403410 2.01707e+12 26473
3001 397353 2.08201e+12 27336
3051 421284 2.13602e+12 28196
3101 365796 2.20536e+12 28965
3151 76845.8 2.23711e+12 29529
3201 33829.4 2.24215e+12 30289
3251 154098 2.25623e+12 30814
3301 396247 2.29897e+12 31740
3351 626363 2.39019e+12 32648
3401 278577 2.46787e+12 32857
3451 319616 2.51442e+12 33665
3501 267198 2.56244e+12 34386
3551 416535 2.62878e+12 35250
3601 413982 2.69443e+12 35846
3651 469568 2.78563e+12 36839
3701 279255 2.84621e+12 37540
3751 358558 2.91137e+12 38221
3801 140037 2.96043e+12 38568
3851 25309.9 2.97181e+12 39197
3901 93948.1 2.98154e+12 40058
3951 276763 3.01624e+12 41094
