50 977 299 90 172 520 370 470 36 345 138 933 398 483 543 1134 448 268 358 893 394 1137 114 626 513 1153 60 80 305 382 241 983 211 1124 249 439 126 134 425 685 111 94 473 225 402 283 321 196 287 457 445
100 977 299 90 172 520 370 470 36 345 138 933 398 499 534 1120 418 268 358 893 394 1137 114 619 562 1153 60 169 256 382 241 983 211 1124 249 435 132 171 426 685 111 94 473 225 402 283 321 196 287 457 445
150 977 299 158 137 520 370 541 23 345 138 944 399 544 494 1117 428 288 341 902 400 1131 116 598 544 1176 123 207 232 382 241 983 211 1124 249 434 133 253 438 685 111 94 473 218 373 292 297 198 331 457 445
200 977 299 270 96 520 370 660 38 345 138 991 406 553 474 1076 533 315 332 932 433 1129 117 598 543 1178 241 207 232 382 241 983 211 1124 249 434 133 251 451 685 111 94 473 182 384 333 239 190 335 457 445
250 977 299 384 64 529 358 775 69 355 130 995 507 562 467 1006 560 316 332 933 433 1129 117 598 543 1179 295 207 232 403 245 983 211 1108 237 434 133 251 451 685 111 94 473 188 375 359 223 190 335 491 446
300 950 303 400 61 624 365 873 115 392 155 947 522 562 466 906 573 316 332 933 433 1129 117 598 543 1179 295 207 232 404 245 983 211 1106 235 434 133 251 451 685 111 98 455 206 377 359 223 233 277 492 494
350 883 271 510 38 742 389 880 118 388 162 946 521 562 466 829 561 316 332 933 433 1129 117 598 543 1179 295 255 210 404 245 983 211 1106 235 442 156 251 451 685 111 175 416 206 377 359 223 235 274 511 479
400 880 268 531 37 823 402 880 118 303 217 946 521 592 463 796 529 316 332 933 433 1129 117 598 543 1179 295 258 210 404 245 983 211 1106 235 443 161 257 460 685 111 289 404 213 364 353 250 221 324 545 445
450 880 268 531 37 825 402 880 118 294 217 946 521 593 463 845 483 316 332 933 433 1129 117 598 543 1179 295 252 208 397 244 983 211 1106 235 417 169 248 468 685 111 300 402 213 364 353 250 221 325 545 445
500 880 268 553 27 874 409 930 159 311 221 946 521 593 463 846 482 316 332 933 433 1129 117 598 543 1173 309 309 154 392 243 983 211 1112 216 417 169 283 437 685 111 301 402 245 362 349 251 239 271 545 445
550 880 268 643 67 936 473 932 162 350 215 946 521 593 463 846 482 244 300 981 449 1129 117 609 526 1130 401 322 145 407 239 983 211 1112 216 417 169 285 438 685 111 303 396 245 362 358 267 315 241 545 445
600 880 268 757 88 938 476 932 162 371 198 946 521 593 463 846 482 241 299 1001 492 1151 168 609 526 1095 516 322 145 408 239 983 211 1112 216 417 169 296 443 697 130 368 339 245 362 365 275 340 232 596 409
650 880 268 866 131 911 473 932 162 372 197 910 570 593 463 846 482 241 299 1001 496 1160 284 609 526 1031 559 378 113 408 239 983 211 1101 221 417 169 296 443 698 130 423 298 259 354 366 276 341 232 711 376
700 880 268 905 151 910 473 942 167 372 197 861 556 593 463 846 482 267 267 998 453 1167 310 609 526 989 492 493 86 408 239 983 211 1101 221 417 169 296 443 698 130 424 297 268 349 366 276 341 232 805 357
750 880 268 905 151 910 473 943 167 372 197 801 553 593 463 846 482 337 273 998 445 1167 310 609 526 989 484 602 83 408 239 983 211 1101 221 417 169 302 436 698 130 424 297 268 349 381 277 341 232 809 357
800 880 268 905 151 910 473 943 167 372 197 834 528 593 463 846 482 339 273 998 444 1167 310 609 526 989 484 610 83 408 239 983 211 1101 221 417 169 386 362 698 130 424 297 268 349 383 277 341 232 809 357
850 880 268 938 199 910 473 973 172 372 197 836 528 593 463 846 482 339 273 998 444 1167 310 627 491 989 484 644 74 408 239 986 217 1101 221 417 169 496 327 698 130 425 284 330 321 383 277 341 232 809 357
900 880 268 943 210 910 473 1020 195 372 197 836 528 600 444 846 482 339 273 998 444 1166 397 630 486 989 484 753 104 408 239 987 219 1101 221 417 169 546 335 697 134 425 284 334 319 383 277 341 232 836 352
950 945 318 942 210 910 473 1024 229 375 194 836 528 600 444 846 482 353 251 998 444 1129 511 630 486 989 484 865 145 408 239 981 222 1125 229 417 169 596 317 697 134 426 284 307 241 386 278 338 212 837 351
1000 1005 399 942 210 910 473 1024 229 389 189 836 528 600 444 846 482 358 250 998 444 1064 558 630 486 989 484 918 176 408 239 981 223 1117 311 422 166 713 330 697 134 427 284 318 254 386 280 350 207 837 351
1050 1008 403 942 210 900 516 1024 229 466 169 836 528 600 444 846 482 360 249 998 444 1051 520 630 486 989 484 919 177 408 239 981 223 1114 323 460 128 794 333 697 134 428 284 319 258 386 281 450 206 837 351
1100 1013 381 942 210 964 532 1024 229 491 164 836 528 600 444 846 482 360 249 1005 433 1051 519 630 486 965 406 919 177 408 239 981 223 1114 323 482 121 796 333 697 134 428 284 319 258 386 281 456 208 837 351
1150 1013 381 944 226 974 522 1030 230 492 185 836 528 600 444 846 482 360 249 1005 433 1051 519 630 486 972 393 939 183 408 239 985 224 1114 323 562 200 796 333 800 152 428 284 319 258 386 281 456 208 837 351
1200 1013 381 945 236 974 522 1073 241 492 185 801 509 618 419 846 482 360 249 1005 433 1051 519 630 486 972 393 1033 241 408 239 1000 267 1118 330 611 291 796 333 907 204 428 284 319 258 386 281 456 208 837 351
1250 1013 381 956 247 974 522 1108 269 492 185 813 503 623 417 853 478 360 249 1005 433 1051 519 630 486 972 393 1047 269 408 239 1000 269 1113 425 628 288 796 333 934 211 428 284 319 258 386 281 456 208 837 351
1300 1013 381 956 247 974 522 1092 330 492 185 813 503 623 417 853 478 360 249 1005 433 1042 522 630 486 972 393 1043 262 408 239 1000 269 1089 542 709 293 818 323 934 211 428 284 319 258 386 281 456 208 845 357
1350 1013 381 946 249 974 522 1092 331 492 185 813 503 623 417 853 478 360 249 1005 433 1040 519 630 486 972 393 1040 254 408 239 996 251 1024 556 711 294 924 353 931 205 428 284 319 258 386 281 456 208 854 370
1400 1031 372 946 249 926 489 1092 331 492 185 813 503 623 417 853 478 379 246 1037 468 1040 519 609 500 997 455 1040 254 418 237 996 251 970 484 711 294 1009 417 931 205 429 284 339 246 389 287 456 208 854 370
1450 1038 359 948 260 891 471 1092 331 507 176 813 503 623 417 849 478 438 270 1064 485 1040 519 650 474 1029 442 1066 261 466 240 1000 280 995 512 797 319 1017 398 1027 246 450 309 354 270 390 305 459 193 854 370
1500 1038 359 948 260 882 455 1092 331 519 179 791 501 649 396 841 475 444 274 1064 485 1040 519 656 471 1029 442 1117 287 489 243 999 283 995 513 801 320 1017 397 1048 292 454 315 354 270 396 284 489 152 854 370
1550 1038 359 948 260 886 453 1081 348 528 184 810 487 757 434 849 473 457 274 1064 485 1040 519 656 471 1029 442 1133 327 489 243 998 279 995 513 801 320 1017 397 1089 240 457 320 338 252 428 244 603 128 854 370
1600 1038 359 945 260 893 450 1079 353 528 185 811 488 812 396 855 472 457 274 1064 485 1040 519 656 471 1029 442 1152 389 489 243 988 258 995 513 801 320 1017 397 1090 237 530 396 337 252 429 244 644 125 854 370
1650 1038 359 944 260 893 450 1079 353 528 185 811 488 812 395 855 472 457 274 1064 485 1040 519 656 471 1029 442 1117 502 489 243 988 257 995 513 855 331 1017 397 1090 237 535 401 337 252 429 244 644 125 854 372
1700 1038 359 955 281 893 450 1079 353 528 185 811 488 812 395 855 472 457 274 1064 485 1040 519 656 471 1029 442 1046 563 489 243 1023 272 995 513 957 384 1017 397 1090 237 540 393 337 252 429 244 644 125 855 382
1750 1039 358 955 281 893 450 1079 353 528 185 811 488 812 395 855 472 457 274 1071 476 1036 513 656 471 1034 443 955 536 489 243 1024 273 990 498 991 457 1026 396 1109 296 627 378 337 252 429 244 690 132 855 382
1800 1035 358 955 281 860 435 1079 356 528 185 774 493 812 395 814 501 463 280 1072 476 1036 512 656 471 1035 443 921 525 489 243 1021 265 990 499 991 457 1026 397 1111 329 747 377 419 205 436 249 762 224 855 382
1850 1035 358 934 261 860 435 1079 356 538 190 755 491 819 399 793 508 466 284 1072 476 1036 512 656 471 1035 443 921 525 489 243 1018 257 990 499 991 457 1026 397 1111 329 781 370 521 150 440 251 835 312 855 382
1900 1035 358 954 286 860 435 1079 356 542 192 788 455 819 399 793 508 466 284 1072 476 1036 512 656 471 1035 443 921 525 489 243 1018 257 990 499 991 457 1026 397 1111 329 781 370 633 127 440 251 842 319 855 382
1950 1035 358 958 294 860 435 1079 356 542 192 791 454 823 408 793 508 466 284 1072 476 1036 512 724 427 1035 443 921 525 489 243 1029 282 990 499 991 457 1026 397 1115 419 823 364 648 127 440 251 842 319 858 383
2000 1039 359 948 285 860 435 1079 356 542 192 804 461 824 410 793 508 466 284 1060 481 1034 515 785 400 1035 443 921 525 489 243 995 344 990 499 991 457 1025 400 1108 535 832 365 648 127 440 251 870 335 871 390
2050 1039 359 939 276 843 479 1079 356 542 192 805 463 824 410 793 508 466 284 1060 481 1033 515 785 400 1035 443 921 525 489 243 994 346 990 499 991 457 1025 400 1044 559 832 365 648 127 440 251 890 443 884 483
2100 1040 360 972 325 842 481 1081 356 567 186 804 463 824 410 793 508 466 284 1077 468 1036 487 785 400 1036 443 923 565 507 247 999 354 967 466 996 434 1025 400 997 494 832 365 711 140 526 195 941 518 880 515
2150 1043 344 973 326 842 481 1083 356 639 163 804 463 824 410 793 508 466 284 1081 468 1041 489 785 400 1046 444 923 570 507 247 999 356 977 477 1015 414 1052 389 1004 506 832 365 805 212 636 207 921 520 880 515
2200 1043 342 1010 299 842 481 1083 356 641 162 804 463 824 410 793 508 466 284 1083 469 1042 491 785 400 1047 443 920 570 507 247 1002 360 964 578 1018 411 1055 388 1008 513 832 365 908 274 647 210 919 523 873 514
2250 1044 367 1054 273 842 481 1093 360 641 162 804 463 824 410 793 508 466 284 1083 469 1042 491 785 400 1047 443 866 565 507 247 991 363 904 553 1018 411 1061 406 1008 513 832 365 931 287 647 210 916 508 873 514
2300 1044 371 1074 338 835 466 1115 434 641 162 789 456 824 410 793 508 522 285 1083 469 1042 491 785 400 1046 447 792 580 518 232 988 363 836 527 1018 411 1064 407 1008 513 832 365 931 287 647 210 915 502 872 491
2350 1044 371 1074 341 842 464 1119 542 641 162 795 450 824 410 805 499 528 286 1077 476 1036 493 785 400 1046 447 763 575 586 202 988 363 837 528 1018 411 1064 407 1000 518 832 365 931 287 647 210 915 502 875 494
2400 1044 371 1074 341 842 464 1043 554 652 144 795 449 829 411 805 498 528 286 1077 476 1036 493 788 392 1046 447 763 575 643 195 988 363 838 529 1018 411 1064 407 1000 518 832 365 931 287 679 217 915 502 876 494
2450 1042 367 1074 341 841 473 1026 510 713 154 795 449 852 432 806 498 504 296 1081 475 1035 471 837 393 1051 433 763 575 646 193 988 363 838 529 1014 408 1072 399 970 478 869 345 931 287 679 217 915 502 876 494
2500 1042 367 1074 341 841 475 1026 510 817 210 795 449 855 434 806 498 519 293 1081 475 1035 470 840 394 1051 433 763 575 646 193 988 363 838 529 1014 408 1072 399 971 454 885 339 943 293 679 217 916 503 876 495
2550 1043 368 1074 341 840 475 1026 510 923 264 795 449 855 434 806 498 584 292 1081 475 1035 470 840 394 1062 440 763 575 646 193 991 386 838 529 1014 420 1072 399 971 454 886 339 1014 339 679 217 916 503 876 495
2600 1058 374 1077 338 840 475 1026 510 941 268 795 449 855 434 806 498 585 292 1083 477 1035 470 840 394 1063 442 763 575 646 193 989 403 838 529 1022 430 1082 405 971 454 886 339 1016 362 679 217 916 503 876 495
2650 1053 380 1105 376 840 475 1025 515 949 270 795 449 855 434 806 498 585 292 1083 479 1038 472 840 394 1064 444 763 575 646 193 988 414 838 529 1026 433 1085 409 998 484 886 339 1016 363 679 217 916 503 876 495
2700 1062 381 1140 465 830 465 1023 523 1007 339 787 444 856 433 798 497 595 284 1087 485 1035 477 840 394 1063 449 763 575 646 193 988 415 828 531 1024 432 1089 417 992 490 886 339 1018 383 679 217 840 575 858 495
2750 1065 380 1096 574 830 465 1023 523 1011 341 787 444 856 433 797 496 684 293 1087 485 1035 477 840 394 1063 449 759 576 701 170 988 415 828 532 1024 432 1092 419 992 490 886 339 1018 388 689 225 800 562 858 495
2800 1065 380 1004 544 830 465 1008 503 1011 341 787 444 856 433 797 496 745 312 1087 485 1032 471 840 394 1067 446 731 560 814 202 988 414 829 530 1024 431 1098 413 978 477 886 339 1018 388 689 225 797 557 858 495
2850 1065 380 912 480 834 463 1003 499 1011 341 787 444 859 429 802 488 746 312 1087 485 1034 468 840 394 1068 445 783 524 921 252 986 414 829 530 1024 429 1100 410 972 472 886 339 1018 388 689 225 800 562 858 495
2900 1065 380 897 471 848 454 1003 499 1011 341 785 441 877 414 812 478 746 312 1087 485 1034 468 838 389 1068 445 807 532 942 265 986 414 854 536 1024 429 1100 410 972 472 886 339 1018 388 689 225 807 575 861 495
2950 1065 380 897 471 848 454 1003 499 1025 348 787 444 877 413 812 478 746 312 1087 485 1034 470 866 374 1068 445 808 532 942 266 985 415 854 537 1025 430 1100 410 972 472 886 339 1019 390 689 225 807 575 861 496
3000 1112 406 897 471 848 454 1002 500 1047 409 787 444 878 415 812 478 746 312 1087 485 1039 482 870 374 1068 445 808 532 1008 329 967 426 854 537 1026 444 1133 442 972 472 926 357 1004 407 689 225 807 575 861 496
3050 1107 452 897 471 848 454 1014 521 1056 407 787 444 878 415 812 478 746 312 1086 490 1044 485 870 374 1066 450 808 532 1020 345 1003 482 854 537 1026 444 1157 485 957 494 971 455 1014 401 738 227 807 575 861 496
3100 1108 453 897 471 848 454 1019 536 1057 406 787 444 878 415 812 478 746 312 1092 494 1051 487 870 374 1066 449 808 532 1020 345 1012 496 854 537 1025 444 1123 569 920 554 978 541 1015 399 818 310 807 575 861 496
3150 1108 453 899 470 847 451 998 518 1057 406 787 444 878 415 812 478 746 312 1092 494 1051 487 870 374 1066 449 807 532 1020 345 1010 479 848 531 1026 443 1022 550 828 568 964 548 1015 399 833 325 784 574 863 491
3200 1108 453 899 470 846 450 949 463 1060 403 787 444 878 415 813 477 775 303 1092 494 1051 487 870 374 1068 450 796 515 1020 345 1015 469 849 529 1031 432 980 490 808 554 945 554 1013 395 833 325 750 560 863 491
3250 1108 453 899 470 846 450 958 416 1062 401 787 444 878 415 813 477 810 323 1092 494 1052 487 870 374 1068 450 796 515 1020 345 1016 468 849 529 1032 431 980 486 808 554 945 554 1012 394 860 335 766 554 863 491
3300 1108 453 899 470 850 447 959 415 1062 401 787 439 878 415 814 472 810 324 1092 494 1052 487 870 374 1068 450 811 516 1020 345 1016 468 858 532 1032 431 980 486 810 561 945 554 1012 394 861 335 768 555 863 491
3350 1113 454 899 470 850 447 959 415 1088 424 787 438 878 415 814 472 817 324 1092 494 1047 499 870 374 1068 461 811 516 1064 390 1016 468 858 532 1032 431 980 486 810 561 945 554 1009 398 861 335 768 555 863 491
3400 1157 498 899 470 849 448 959 415 1122 476 787 438 880 420 814 472 896 320 1098 513 1034 521 871 380 1060 486 811 516 1066 446 1017 472 858 532 1022 431 977 487 810 561 945 554 1004 393 911 357 768 555 863 491
3450 1151 545 899 470 849 448 955 424 1126 494 787 438 880 420 814 472 983 389 1095 521 1033 523 871 380 1060 488 811 516 1066 448 1016 481 858 532 1027 435 976 488 810 561 945 554 1025 394 924 394 768 555 863 491
3500 1048 575 883 473 849 448 924 481 1126 494 787 438 880 420 812 471 1001 432 1095 521 1034 524 871 380 1060 488 811 517 1083 453 1017 486 858 539 1039 449 974 488 810 561 945 554 1039 394 924 394 768 555 846 496
3550 959 520 879 475 848 447 886 540 1126 494 785 435 880 420 810 471 1001 433 1095 521 1034 524 871 380 1060 488 805 520 1084 453 1017 486 846 547 1039 450 976 484 806 565 948 585 1039 394 924 394 764 554 846 499
