50 62 329 -1.347 1181 461 2.684 362 550 6.343 539 105 3.128 29 406 6.731 953 555 4.302 614 461 1.204 403 375 2.469 1009 102 -0.87 165 173 2.375
100 141 267 -0.416 1091 429 4.603 472 555 5.889 431 76 5.245 140 430 6.278 875 461 3.848 650 575 2.134 296 432 3.4 1109 44 -0.137 68 217 4.689
150 229 317 1.304 1128 398 8.3 549 558 9.192 512 19 6.373 254 408 7.208 875 383 6.558 566 573 4.448 260 350 5.714 1179 93 1.781 130 148 5.817
200 201 407 2.827 1088 506 8.242 455 494 10.517 631 31 6.512 259 501 8.731 981 376 7.29 525 486 4.785 304 247 5.458 1175 212 1.525 242 105 5.957
250 159 368 5.734 1029 587 10.754 478 419 13.425 748 58 6.652 154 561 9.662 996 478 7.825 498 370 5.518 325 137 5.795 1102 274 3.048 356 75 7.282
300 194 268 4.095 1048 500 13.463 518 517 14.948 840 116 8.768 79 486 10.79 965 580 9.151 595 358 6.646 373 73 5.54 983 304 2.792 382 91 11.968
350 233 239 7.397 1024 511 17.359 484 494 18.448 740 160 9.303 146 423 12.313 859 562 8.697 712 384 6.39 480 41 7.261 871 300 3.723 408 136 14.875
400 250 355 8.13 1023 389 17.498 524 523 21.553 616 167 9.641 263 419 13.836 777 552 11.605 781 441 8.507 474 143 8.191 795 210 4.653 330 228 15.015
450 187 385 12.025 1068 277 18.429 408 550 22.285 501 128 10.571 254 513 16.15 794 454 10.558 710 540 8.449 428 258 8.331 851 114 5.583 226 250 17.527
500 214 286 11.967 1183 275 19.754 310 484 22.227 518 24 12.292 270 468 20.243 849 393 13.07 614 588 9.774 353 346 9.854 955 135 6.514 286 173 19.643
550 298 277 14.281 1140 373 20.882 257 427 24.937 617 53 13.025 227 472 25.127 949 432 11.826 551 503 10.309 272 280 11.773 1067 104 6.258 269 187 24.527
600 276 385 15.014 1104 487 20.627 344 358 24.286 728 80 12.769 224 496 30.011 980 469 15.128 568 418 12.228 304 210 10.726 1156 138 7.979 279 181 29.411
650 227 359 17.526 1062 589 22.545 409 364 27.193 841 116 13.106 247 503 34.895 951 560 13.686 682 383 12.17 350 124 12.052 1153 255 8.316 289 158 34.294
700 237 264 19.049 970 516 23.08 352 471 27.728 812 180 15.618 258 481 39.779 896 557 15.803 777 389 14.879 463 88 12.587 1059 272 9.642 284 133 39.178
750 304 322 20.572 953 398 24.011 280 460 30.437 689 192 15.758 238 467 44.662 796 584 16.733 716 489 14.624 574 99 14.505 941 234 9.782 260 132 44.062
800 242 381 23.875 1023 300 24.743 361 379 30.774 575 155 16.886 221 483 49.546 801 488 16.477 634 579 15.949 530 203 14.645 854 158 11.7 255 156 48.946
850 311 354 27.177 1143 282 25.476 466 326 31.507 614 66 19.2 234 503 54.43 771 379 18.001 588 497 16.287 461 306 15.18 935 169 12.433 277 165 53.83
900 292 341 32.061 1176 368 26.999 475 386 34.216 725 97 18.944 256 493 59.314 836 276 18.14 533 397 17.019 349 348 16.308 1023 165 13.759 290 144 58.713
950 275 358 36.945 1139 482 26.941 394 375 37.519 840 129 19.281 250 470 64.198 927 294 19.861 566 312 19.136 296 271 16.25 1108 196 13.108 272 128 63.597
