10 6.05832e+06 2.72624e+08
20 6.05832e+06 1.15108e+09
30 6.05832e+06 2.63537e+09
40 6.05832e+06 4.72549e+09
50 6.05832e+06 7.42144e+09
60 6.05832e+06 1.07232e+10
70 6.05832e+06 1.46308e+10
80 6.05832e+06 1.91443e+10
90 6.05832e+06 2.42636e+10
100 6.05832e+06 2.99887e+10
110 6.05832e+06 3.63196e+10
120 6.05832e+06 4.32564e+10
130 6.05832e+06 5.0799e+10
140 6.05832e+06 5.89474e+10
150 6.05832e+06 6.77017e+10
160 6.05832e+06 7.70618e+10
170 6.05832e+06 8.70277e+10
180 6.05832e+06 9.75995e+10
190 6.05832e+06 1.08777e+11
200 6.05832e+06 1.20561e+11
210 6.05832e+06 1.3295e+11
220 6.05832e+06 1.45945e+11
230 6.05832e+06 1.59546e+11
240 6.05832e+06 1.73753e+11
250 6.05832e+06 1.88565e+11
260 6.05832e+06 2.03984e+11
270 6.05832e+06 2.20008e+11
280 6.05832e+06 2.36638e+11
290 6.05832e+06 2.53874e+11
300 6.05832e+06 2.71716e+11
310 6.05832e+06 2.90163e+11
320 6.05832e+06 3.09217e+11
330 6.05832e+06 3.28876e+11
340 6.05832e+06 3.49141e+11
350 6.05832e+06 3.70012e+11
360 6.05832e+06 3.91489e+11
370 6.05832e+06 4.13571e+11
380 6.05832e+06 4.36259e+11
390 6.05832e+06 4.59554e+11
400 6.05832e+06 4.83454e+11
410 6.05832e+06 5.0796e+11
420 6.05832e+06 5.33071e+11
430 6.05832e+06 5.58789e+11
440 6.05832e+06 5.85112e+11
450 6.05832e+06 6.12042e+11
460 6.05832e+06 6.39577e+11
470 6.05832e+06 6.67718e+11
480 6.05832e+06 6.96464e+11
490 6.05832e+06 7.25817e+11
500 6.05832e+06 7.55775e+11
510 6.05832e+06 7.86339e+11
520 6.05832e+06 8.17509e+11
530 6.05832e+06 8.49285e+11
540 6.05832e+06 8.81667e+11
550 6.05832e+06 9.14655e+11
560 6.05832e+06 9.48248e+11
570 6.05832e+06 9.82447e+11
580 6.05832e+06 1.01725e+12
590 6.05832e+06 1.05266e+12
600 6.05832e+06 1.08868e+12
610 6.05832e+06 1.1253e+12
620 6.05832e+06 1.16253e+12
630 6.05832e+06 1.20036e+12
640 6.05832e+06 1.2388e+12
650 6.05832e+06 1.27785e+12
660 6.05832e+06 1.3175e+12
670 6.05832e+06 1.35776e+12
680 6.05832e+06 1.39862e+12
690 6.05832e+06 1.44009e+12
700 6.05832e+06 1.48217e+12
710 6.05832e+06 1.52485e+12
720 6.05832e+06 1.56814e+12
730 6.05832e+06 1.61203e+12
740 6.05832e+06 1.65653e+12
750 6.05832e+06 1.70163e+12
760 6.05832e+06 1.74734e+12
770 6.05832e+06 1.79366e+12
780 6.05832e+06 1.84058e+12
790 6.05832e+06 1.88811e+12
800 6.05832e+06 1.93624e+12
810 6.05832e+06 1.98498e+12
820 6.05832e+06 2.03432e+12
830 6.05832e+06 2.08427e+12
840 6.05832e+06 2.13483e+12
850 6.05832e+06 2.18599e+12
860 6.05832e+06 2.23776e+12
870 6.05832e+06 2.29014e+12
880 6.05832e+06 2.34312e+12
890 6.05832e+06 2.3967e+12
900 6.05832e+06 2.45089e+12
910 6.05832e+06 2.50569e+12
920 6.05832e+06 2.56109e+12
930 6.05832e+06 2.6171e+12
940 6.05832e+06 2.67372e+12
950 6.05832e+06 2.73094e+12
960 6.05832e+06 2.78877e+12
