1 492 488 2.111 188 312 2.391 379 241 1.229 942 242 -2.27 129 526 0.68 569 264 3.027 329 588 -0.783 750 401 -2.213 89 352 0.944 467 92 -2.498
51 456 442 4.82 134 253 4.112 332 326 2.95 862 178 -2.724 94 544 4.773 584 210 5.341 344 585 4.1 761 305 -0.492 51 361 5.828 518 54 -0.579
101 443 338 6.344 60 154 4.251 298 262 5.067 766 107 -1.793 35 468 4.715 634 111 6.074 365 568 8.983 788 336 2.809 134 289 6.363 602 27 0.943
151 439 360 11.228 20 39 5.182 275 158 5.602 807 13 -0.27 57 469 9.599 733 54 5.818 358 545 13.867 730 420 1.17 195 364 7.886 605 91 4.641
201 517 352 12.949 94 53 7.298 362 154 7.52 925 9 -0.328 64 446 14.483 839 59 7.737 334 549 18.751 697 515 3.879 141 462 9.409 629 94 8.932
251 638 369 12.495 181 140 6.647 419 262 7.067 1010 52 1.59 42 435 19.367 840 173 8.074 333 573 23.635 723 439 5.6 59 400 11.526 528 154 9.071
301 706 413 15.007 297 137 6.589 484 363 8.195 1065 138 0.939 28 455 24.25 816 290 8.214 357 578 28.519 812 353 5.542 131 319 11.665 411 196 9.606
351 649 505 16.135 287 200 9.101 400 371 10.114 1127 236 0.683 44 472 29.134 731 335 9.737 366 555 33.402 914 285 6.472 120 232 11.607 388 119 12.118
401 559 440 16.472 195 246 9.636 366 270 9.858 1182 332 2.404 65 459 34.018 616 300 9.679 345 543 38.286 963 367 8.786 169 250 13.131 498 84 12.06
451 497 350 18.589 106 197 10.566 353 189 12.172 1093 355 4.125 55 437 38.902 581 238 11.598 329 561 43.17 862 416 9.124 250 310 13.666 606 75 14.176
501 605 347 18.728 84 86 12.485 447 220 13.498 1021 255 4.067 31 443 43.786 587 129 11.738 345 580 48.054 761 423 11.635 251 415 15.189 543 154 15.107
551 725 315 18.868 196 65 12.427 547 282 13.044 935 166 4.009 33 467 48.669 678 56 13.261 366 568 52.938 777 439 16.519 158 402 16.515 432 209 15.642
601 759 382 20.391 312 44 13.555 549 373 15.358 889 63 5.927 57 469 53.553 781 74 12.807 357 545 57.821 810 365 18.24 192 317 18.236 327 172 17.363
651 733 472 22.31 283 120 14.683 432 403 15.696 988 88 7.253 64 446 58.437 814 159 13.738 334 549 62.705 915 299 18.578 285 298 20.352 333 78 16.909
701 620 443 22.252 213 221 15.218 318 387 17.417 1067 168 7.393 42 435 63.321 890 222 15.063 334 573 67.589 1035 288 19.508 257 401 22.468 385 20 19.223
751 517 390 23.775 168 182 18.125 294 286 16.173 1018 233 9.311 28 455 68.205 800 280 15.203 357 577 72.473 1105 384 20.24 257 322 24.783 494 69 19.165
801 593 322 24.31 259 108 18.264 309 230 19.277 903 240 10.637 45 472 73.088 696 298 16.924 366 555 77.357 1035 440 21.961 269 345 29.666 610 74 19.305
851 689 292 26.229 342 104 21.567 415 281 19.417 867 129 10.974 65 458 77.972 642 190 16.668 344 543 82.24 915 450 21.903 213 250 29.806 587 140 21.619
901 738 394 27.357 336 81 26.45 530 297 18.766 917 57 13.882 54 437 82.856 637 90 18.982 329 562 87.124 826 424 24.811 238 240 34.492 477 196 21.759
951 642 438 28.09 315 184 27.381 604 328 21.475 996 128 13.626 31 443 87.74 746 103 18.529 345 580 92.008 831 448 29.694 239 215 39.376 365 174 23.084
1001 538 413 29.811 240 206 30.683 515 401 21.615 961 210 14.951 34 467 92.624 820 138 20.645 366 567 96.892 855 447 34.578 216 210 44.26 337 58 23.817
1051 605 340 30.543 330 151 32.404 416 368 22.348 881 234 17.068 58 469 97.507 866 216 19.994 358 532 99.996 858 423 39.462 206 232 49.143 425 37 25.538
1101 685 281 32.067 311 163 37.288 337 301 24.266 880 139 17.603 63 445 102.391 912 280 20.529 448 457 98.95 835 416 44.346 227 245 54.027 538 78 25.48
1151 786 348 32.404 318 186 42.172 410 211 24.406 932 126 20.708 41 436 107.275 838 315 22.25 454 362 101.264 824 437 49.229 243 227 58.911 643 121 27.201
1201 818 462 33.73 342 184 47.056 486 240 26.325 974 215 21.045 28 456 112.159 726 274 22.588 436 377 106.148 843 452 54.113 228 208 63.795 558 182 27.736
1251 719 473 34.858 343 159 51.939 552 343 26.267 897 273 23.557 46 472 117.043 623 211 23.123 448 398 111.032 861 435 58.997 207 219 68.679 442 226 28.271
1301 602 445 34.799 319 154 56.823 523 401 28.581 920 276 28.44 65 458 121.926 640 117 24.844 471 389 115.916 848 415 63.881 214 242 73.562 347 177 29.794
1351 560 383 37.311 288 161 61.707 409 394 29.116 927 252 33.324 54 436 126.81 747 123 25.379 466 365 120.799 826 425 68.765 238 239 78.446 339 94 31.515
1401 664 322 37.055 308 173 66.591 383 298 28.662 905 242 38.208 31 443 131.694 869 130 25.716 442 366 125.683 831 448 73.648 239 215 83.33 419 36 31.26
1451 725 340 40.556 324 156 71.475 395 220 30.976 891 262 43.092 34 467 136.578 895 217 27.239 438 390 130.567 855 447 78.532 215 210 88.214 522 59 31.795
1501 625 391 39.114 309 136 76.358 490 218 32.697 927 293 47.976 58 468 141.461 901 289 26.391 461 397 135.451 858 423 83.416 207 233 93.098 632 107 32.33
1551 573 415 42.614 288 148 81.242 541 328 32.442 968 283 52.859 63 445 146.345 840 316 29.1 472 376 140.334 835 416 88.3 227 245 97.981 599 194 33.655
