1 702 183 -1.733 814 339 2.59 44 394 2.131 456 447 -2.797 565 223 0.158 542 493 -0.03 561 368 1.282 227 23 -0.233 960 236 -0.276 921 373 1.745
51 682 88 -0.407 764 420 1.544 45 363 7.015 394 378 -2.855 539 286 2.67 529 530 4.853 499 369 3.2 316 47 -1.477 956 275 4.607 885 348 5.443
101 752 136 1.313 791 530 2.672 124 445 7.155 315 298 -1.331 466 317 3.205 540 423 6.376 452 332 7.096 401 32 1.429 997 180 5.537 979 273 5.978
151 817 234 2.045 731 479 4.393 199 544 7.492 368 289 1.377 362 316 4.53 537 445 11.26 549 373 6.247 378 36 6.313 1108 145 7.06 1094 285 7.304
201 727 257 3.173 703 359 4.533 178 589 8.818 400 389 1.121 328 221 4.868 621 419 12.586 646 370 8.561 374 60 11.197 1189 227 8.781 1142 384 9.025
251 653 207 5.29 721 249 6.056 138 541 12.12 453 501 1.261 387 134 4.217 732 458 13.911 554 394 8.701 397 68 16.08 1098 287 9.119 1067 466 7.188
301 746 201 7.801 830 271 7.382 238 529 14.632 408 587 2.784 432 33 5.938 726 569 15.83 479 444 11.212 409 47 20.964 1033 265 12.816 1067 544 9.699
351 713 258 11.301 794 358 8.707 219 515 19.516 308 590 2.331 514 78 7.263 616 547 15.97 494 344 9.573 390 32 25.848 1024 287 17.7 955 513 9.839
401 735 268 16.185 743 460 8.847 201 529 24.4 238 590 2.866 586 173 7.601 504 504 16.307 464 279 12.678 372 48 30.732 1045 300 22.584 920 415 11.165
451 749 248 21.069 686 410 10.963 243 559 28.493 222 528 5.575 522 243 8.926 527 450 19.016 563 250 11.236 384 68 35.616 1061 282 27.468 958 298 11.897
501 731 231 25.953 687 287 11.696 251 536 33.179 241 444 3.541 410 296 9.461 649 442 18.761 645 204 13.352 407 59 40.499 1071 279 32.352 1023 305 13.223
551 759 269 30.837 741 261 13.219 206 589 33.714 253 367 5.262 383 236 11.182 696 499 21.668 713 289 12.701 402 35 45.383 1052 292 37.235 1063 396 14.944
601 811 304 35.72 791 304 13.952 154 541 37.016 247 275 6.39 403 125 11.124 585 529 22.203 706 357 15.411 377 37 50.267 1060 315 42.119 1042 496 15.281
651 844 300 40.604 860 385 13.499 244 475 38.737 327 338 7.122 476 94 13.438 480 483 23.726 598 408 16.143 388 105 52.383 1084 311 47.003 937 543 16.409
701 841 276 45.488 888 482 13.441 224 485 43.621 426 405 6.274 557 181 14.369 556 423 24.656 503 369 16.283 335 217 52.325 1084 286 51.887 932 455 17.34
751 817 275 50.372 897 577 15.755 229 508 48.505 511 461 7.797 480 251 15.299 650 430 27.761 526 310 17.806 262 270 55.43 1060 282 56.771 952 336 17.677
801 811 298 55.256 792 545 16.29 253 507 53.389 461 552 9.518 388 232 17.613 557 417 28.296 554 206 18.539 304 273 59.721 1052 305 61.654 1016 313 20.979
851 834 308 60.139 724 454 17.022 256 483 58.272 340 548 9.657 432 143 19.532 471 444 30.017 647 233 19.865 308 249 64.605 1073 317 66.538 1026 409 19.933
901 847 287 65.023 702 341 17.36 233 476 63.156 274 471 9.995 517 214 21.055 550 424 31.343 712 310 17.434 285 241 69.488 1088 298 71.422 979 483 21.654
951 765 288 67.535 776 268 18.488 222 498 68.04 215 414 12.309 429 279 21.59 672 406 31.68 765 247 20.935 273 263 74.372 1073 280 76.306 932 416 23.968
1001 777 204 68.267 897 250 19.023 242 512 72.924 301 350 11.065 318 276 23.904 696 485 34.192 678 275 21.074 292 278 79.256 1052 292 81.19 991 402 27.666
1051 845 230 70.779 987 318 20.941 259 495 77.808 363 270 13.576 366 192 25.032 584 513 34.727 697 352 20.225 310 262 84.14 1061 315 86.073 976 380 32.55
1101 807 247 75.268 925 402 19.499 245 475 82.691 436 362 13.123 480 162 25.172 477 471 36.25 639 379 22.342 298 241 89.024 1084 310 90.957 962 398 37.433
1151 807 271 80.151 954 466 21.616 223 485 87.575 510 449 14.053 541 207 27.683 557 427 37.18 537 379 20.505 275 250 93.907 1084 286 95.841 971 427 42.317
1201 831 275 85.035 914 557 21.953 230 509 92.459 459 530 15.577 440 273 27.823 662 375 38.704 487 372 23.016 280 274 98.791 1060 282 100.725 995 428 47.201
1251 839 252 89.919 806 552 22.093 254 506 97.343 341 528 17.1 360 254 30.928 624 445 40.227 505 283 24.54 304 273 103.675 1052 305 105.608 1000 404 52.085
