1 2.673 3.034 -1.259 -1.702 2.754 -1.627 3.363 -2.059 -0.492 -2.08
51 6.568 3.723 1.974 4.159 3.759 3.027 6.802 1.638 4.519 1.772
101 7.228 4.945 2.888 9.292 3.898 4.048 11.044 1.619 8.017 4.233
151 7.941 6.236 3.277 13.247 4.296 3.773 13.68 2.536 10.955 4.788
201 10.574 6.916 3.53 17.594 4.998 5.333 17.803 4.073 10.544 4.946
251 10.947 6.957 4.033 20.509 5.642 8.2 23.189 4.245 12.362 5.878
301 10.96 8.805 6.522 20.862 7.782 9.88 29.01 4.71 14.992 8.255
351 15.008 9.597 6.656 22.123 7.481 10.686 32.334 8.139 18.877 8.734
401 18.887 9.713 7.51 22.862 9.476 16.262 33.97 8.739 22.011 9.957
451 23.623 9.976 9.133 23.827 9.952 21.161 36.287 10.235 23.6 10.499
501 29.427 10.993 9.326 23.978 10.576 25.053 40.124 10.237 23.579 10.379
551 34.017 10.93 10.333 27.054 10.904 29.605 44.008 11.119 26.106 10.656
601 34.31 11.292 10.075 28.154 12.154 35.339 47.525 14.365 28.286 11.754
651 35.268 13.754 12.816 29.192 12.116 40.877 48.729 16.196 28.937 11.682
701 35.877 13.815 12.908 29.866 14.331 45.1 53.75 17.276 29.851 14.742
751 36.018 15.555 13.099 30.959 15.564 49.135 58.021 18.381 29.361 14.925
801 37.87 16.101 15.346 32.248 16.286 54.366 62.026 23.251 30.753 15.774
851 38.897 16.29 15.673 34.389 16.758 60.231 67.204 29.106 30.676 16.853
901 38.947 17.245 15.86 35.371 17.43 65.1 73.076 34.355 34.148 16.928
951 41.558 19.458 16.089 36.288 18.259 68.988 78.005 38.365 34.386 17.363
1001 41.692 20.193 18.542 38.578 18.349 73.567 81.903 42.617 35.2 20.701
1051 41.863 21.133 18.925 39.612 20.034 79.314 86.427 48.15 35.534 20.931
1101 42.55 22.419 20.443 42.246 21.581 84.831 91.608 53.894 36.278 21.354
1151 43.317 22.571 22.033 45.061 22.23 89.033 92.664 58.396 37.073 22.668
1201 43.509 23.42 22.107 49.09 22.901 93.083 98.004 62.306 39.284 23.323
1251 44.332 24.888 22.204 54.296 23.523 98.339 102.503 67.235 41.705 22.982
1301 46.101 26.637 23.518 60.164 24.383 104.199 106.414 73.101 41.973 23.981
1351 47.15 27.533 25.401 65.06 24.557 109.039 111.353 78.292 43.117 26.57
1401 47.997 29.16 27.302 68.948 25.845 112.924 117.222 82.273 43.049 27.189
1451 48.025 28.744 28.453 73.514 26.71 117.529 122.396 86.572 44.06 29.076
1501 48.644 30.25 29.197 79.25 28.365 123.29 126.37 92.128 46.976 29.008
1551 48.157 32.78 30.009 84.781 28.612 128.784 130.682 97.855 48.216 29.293
1601 49.497 35.214 32.119 88.984 29.397 132.965 136.25 102.33 48.779 30.347
1651 49.659 36.915 34.686 93.034 29.583 137.031 141.968 106.248 50.679 30.696
1701 52.161 41.776 35.02 98.278 29.666 142.312 146.428 111.204 55.167 33.097
1751 52.246 47.614 36.564 104.141 30.998 148.167 150.349 117.074 60.853 32.935
1801 53.539 52.896 39.055 108.992 30.912 152.978 155.322 122.237 66.454 34.43
1851 54.281 56.898 41.278 112.875 31.449 156.861 161.194 126.206 70.738 35.076
1901 54.36 61.153 44.443 117.476 32.707 161.492 166.341 130.528 74.736 35.657
1951 54.553 66.64 48.485 123.226 33.46 167.265 170.303 136.103 79.892 35.665
2001 56.268 72.414 53.637 128.734 34.43 172.737 174.638 141.815 85.767 35.751
2051 56.205 76.954 59.553 132.916 34.871 176.897 180.225 146.264 90.718 37.195
2101 58.505 80.856 64.418 136.982 35.747 180.98 185.927 150.19 94.618 37.675
2151 59.429 85.745 68.28 142.251 35.966 186.286 190.361 155.173 99.127 39.444
2201 60.619 91.592 72.916 148.109 36.016 192.134 194.292 161.046 104.83 40.688
2251 60.588 96.842 78.621 152.931 36.958 196.916 199.292 166.182 110.41 41.503
2301 61.092 100.828 84.176 156.812 38.045 200.798 205.166 170.139 114.67 41.992
2351 62.312 105.107 88.311 161.439 38.816 205.456 210.285 174.484 118.681 42.721
2401 63.137 110.615 92.417 167.201 39.47 211.24 214.236 180.079 123.865 43.313
2451 64.905 116.376 97.666 172.687 41.093 216.689 218.595 185.775 129.736 44.684
2501 66.316 120.888 103.548 176.848 41.009 220.829 224.201 190.198 134.659 46.272
2551 66.803 124.797 108.33 180.93 41.831 224.929 229.887 194.132 138.553 47.74
2601 67.151 129.713 112.197 186.225 42.328 230.259 234.295 199.143 143.087 48.243
2651 67.828 135.565 116.893 192.076 42.586 236.1 238.235 205.018 148.806 48.907
2701 68.923 140.788 122.641 196.869 43.141 240.854 243.261 210.126 154.365 51.153
2751 70.93 144.761 128.126 200.748 43.698 244.735 249.138 214.073 158.603 52.429
2801 71.897 149.062 132.215 205.402 45.499 249.419 254.229 218.441 162.628 54.056
2851 73.201 154.59 136.36 211.177 45.655 255.215 258.17 224.055 167.837 54.236
2901 73.72 160.338 141.673 216.639 47.011 260.64 262.552 229.734 173.705 55.148
2951 73.585 164.822 147.521 220.78 47.187 264.761 268.177 234.132 178.599 55.302
3001 75.036 168.739 152.266 224.88 47.935 268.879 273.846 238.075 182.488 58.214
3051 76.997 173.681 156.135 230.198 48.835 274.233 278.229 243.113 187.049 58.431
3101 78.286 179.539 160.856 236.043 47.913 280.067 282.178 248.99 192.782 59.393
3151 79.469 184.733 166.616 240.807 49.073 284.791 287.232 254.069 198.319 60.524
3201 80.231 188.694 172.077 244.685 49.514 288.672 293.109 258.006 202.535 60.744
3251 79.861 193.018 176.147 249.365 51.322 293.384 298.172 262.399 206.575 61.649
3301 81.739 198.565 180.311 255.152 51.128 299.19 302.103 268.031 211.81 62.447
3351 83.823 204.299 185.646 260.591 51.516 304.591 306.51 273.692 217.674 64.685
3401 84.183 208.756 188.66 264.712 53.228 308.694 312.153 278.065 222.538 65.252
3451 85.772 212.681 190.164 268.829 53.211 312.829 317.804 282.019 226.424 66.84
3501 86.166 217.649 191.948 274.172 54.48 318.208 322.162 287.083 231.01 66.94
3551 86.738 223.511 194.792 280.009 54.864 324.032 326.122 292.961 236.757 67.473
3601 89.641 228.678 198.944 284.744 54.813 328.728 331.202 298.012 242.273 69.165
3651 90.37 232.627 204.222 288.623 55.689 332.61 337.08 301.94 246.467 70.155
3701 92.509 236.974 210.075 293.329 55.927 337.349 342.114 306.357 250.523 71.675
3751 92.047 242.541 214.853 299.127 57.212 343.165 346.037 312.007 255.783 72.635
3801 95.644 248.259 218.714 304.542 57.934 348.541 350.469 317.65 261.642 73.029
3851 99.672 252.69 223.43 308.645 58.128 352.626 356.129 321.998 266.477 73.991
3901 104.909 256.623 227.444 312.78 60.106 356.78 361.761 325.963 270.36 73.52
3951 110.771 261.618 228.561 318.146 59.852 362.182 366.095 331.054 274.973 74.275
